English,Hindi
willin,विलिन
which-,कौन सा-
cargill,कारगिल
cadiz,कैडिज़
amaru,अमरू
supervisory,पर्यवेक्षी
disrobe,नंगा करना
savonarola,सवोनारोला
millisecond,मिलीसेकंड
illusionist,जादूगर
undershirt,नीचे का कपड़ा
mackintosh,लबादा
court-ordered,अदालत का आदेश दिया
vespers,वेस्पर्स
gretch,Gretsch
hoarsely,रुक्ष स्वर
pickets,चौकियां
indio,indio
sasi,शशि
hypo,हाइपो
jacobo,जैकोबो
togashi,तोगाशी
neelu,नीलू
dockers,डॉकर्स
randhir,रणधीर
cheeta,चीता
rawley,रॉली
bluffed,झांसा दिया
manoel,मैनोएल
peddlers,विक्रेताओं
tawney,टॉनी
decisively,दृढ़ता से
shut-up,चुप रहो
whiner,रोनेवाला
massing,जमावड़े
offs,नापसंद
misrepresented,गलत तरीके से
orchestras,आर्केस्ट्रा
gcpd,gcpd
howled,चिल्लाया
soaks,भिगोता है
guzzling,निगलना
mikko,मिक्को
coronado,कोरोनाडो
biro,पेन
jammin,जैमिन
ceylon,लंका
kiowa,किओवा
inflating,चढ़ा
subsidiaries,सहायक
beastmaster,बीस्टमास्टर
zamora,ज़मोरा
ambu,अम्बु
bitcoins,बिटकॉइन
gizmos,उपकरण
demoralized,हतोत्साहित
peοple,लोग
lefts,बायां
malo,मलो
stirrup,कुंडा
cooperates,सहयोग
dippy,बावला
oso,ओएसओ
mungo,मुंगो
lucretia,ल्यूक्रेशिया
pulverize,छिटकाना
monotone,एक लय
likeyou,आप की तरह
aphids,एफिड्स
banta,बंटा
non-human,गैर मानव
jasna,जस्ना
cq,सीक्यू
scapula,कंधे की हड्डी
greys,Grays
larsan,लार्सन
forcible,प्रबल
chatswin,चैटस्विन
myself-,खुद-
hermie,Hermie सवालों से बात
ragtag,रैगटैग
katsura,कत्सुरा
tomfoolery,दिल्लगी करना
grunkle,गुर्राना
cabrera,काब्रेरा
flat-screen,फ्लैट स्क्रीन
busload,बस लोड
guardo,गार्डो
gentlest,सौम्य
rosaura,रोसौरा
ineffectual,अप्रभावी
reconnecting,पुन: कनेक्ट
two-legged,दो पैरों वाला
lvpd,एलवीपीडी
pra,प्रा
propagation,प्रचार
newberry,न्यूबेरी
sneering,व्यंग्यमिश्रित
maligned,बदनाम
unfurled,फहराया
forwhat,किस लिए
preventative,preventative
eastward,पूर्व की ओर जानेवाला
trafford,ट्रैफर्ड
multinationals,बहुराष्ट्रीय कंपनियाँ
monami,मोनामी
lycra,लाइक्रा
wearable,पहनने योग्य
barbies,बार्बी
endangers,खतरे में
churned,मंथन
rossum,Rossum
r-right,आर-सही
caters,पूरा करता है
masson,मेसन
ihop,मैं कूदता हूँ
shingen,shingen
dry-cleaned,ड्राई-साफ
out-of-state,राज्य से बाहर
shin-woo,शिन-वू
coccyx,कोक्सीक्स
jairo,जेरो
marsala,मर्सला
handfuls,मुट्ठी
cobblepot,सिलबट्टा
kannada,कन्नडा
boosts,बढ़ा देता है
eaves,कंगनी
oc,ओसी
cheuk,चुउक
stipulation,शर्त
ov,ओव
sommelier,परिचारक
tubman,टबमैन
pounder,लोढ़ा
calzone,कैल्ज़ोन
reis,रीस
yosuke,योसुके
kimba,किम्बा
scholastic,शैक्षिक
catskills,बिल्ली कौशल
lhc,एलएचसी
cycled,साइकिल
nonnatus,नॉननेटस
natal,जन्म का
trifled,तुच्छ
masseria,मासेरिया
sturm,स्ट्रम
preet,प्रीत
alleges,आरोप है
accolades,पुरस्कार
reassembled,पुनः संयोजित
ide,आईडीई
rungs,पायदान
crossrail,क्रॉसरेल
pedes,pedes
rhodesia,रोडेशिया
head-,सिर-
hotheaded,उग्र स्वभाव का
sοmething,कुछ
comebacks,वापसी
dbs,डीबीएस
expertly,विशेषज्ञ रूप
peeved,चिढ़ा हुआ
kerri,केरी
hallmarks,पहचान
stax,स्टैक्स
kauai,काउई
red-light,लाल बत्ती
millington,मिलिंगटन
jackrabbit,जैकखरगोश
tarun,तरूण
kashiwagi,काशीवागी
wishy-washy,निरर्थक
softens,सॉफ़न्स
culminating,समापन
someway,किसी न किसी प्रकार से
unsealed,सील न की गयी
shozo,shozo
yancy,yancy
transverse,आड़ा
80th,80 वें
jareau,जरेयू
pre-trial,प्री-ट्रायल
ui,उई
winstone,विनस्टोन
noriega,नोरीगा
unimpressed,खुश नहीं
satoko,साटोको
exsanguination,exsanguination
spritz,छिड़काव
rutles,रटल्स
sarsaparilla,Sarsaparilla
arora,अरोड़ा
bmo,बीएमओ
subsidize,घूस देना
bab,बाब
meta-human,मेटा-मानव
schnabel,श्नाबेल
ido,मैं करता हूं
out-of-work,काम के कारण
escher,Escher
isthe,है
jarring,विवाद
one-stop,एक बंद
radiated,निकलने वाली
setter,बैठानेवाला
darpa,दरपा
tknow,पता है
carthaginians,Carthaginians
minwoo,minwoo
kickass,किक ऐस
mitzvahs,मिट्ज्वा
hissy,हिस्सी
cavaliere,अश्वारोही
pcs,पीसी
coffeemaker,कॉफी बनाने वाला
mato,माटो
jip,जिप
disillusion,मायूसी
barak,बराक
wendigo,वेन्डिगो
treblinka,treblinka
defectors,दलबदलुओं
grosse,स्थूल
pedersen,पेडर्सन
t-bird,टी पक्षी
spiller,छलकानेवाला
croats,क्रोट्स
polonius,पोलोनियस
unadulterated,चापलूसी नहीं
humphreys,Humphreys
sashay,sashay
bookshelves,बुकशेल्फ़
groundless,निराधार
gua,गुआ
leyden,लिदेन
scrubber,रंडी
dyad,युग्म
janusz,जानूस
kuku,कुकू
kindaichi,किंडाइची
tye,Tye
non-disclosure,गैर प्रकटीकरण
rears,"पोषण करता है,"
fabiola,रामोस
lompoc,lompoc
diversionary,पथांतरित
quieres,प्रश्नोत्तरी
once,एक बार
howser,कैसेर
disrupts,बाधित
lefebvre,Lefebvre
harmonizing,तालमेल
rian,रियान
shahid,शाहिद
raincoats,रेनकोट
aggregate,सकल
disparaging,उपेक्षा करनेवाला
course-,अवधि-
adèle,एडेल
specialises,माहिर
didyou,क्या तुमने
pro-life,समर्थक जीवन
chanced,संयोग
lumbering,लकड़ी काटने के काम
sitch,सिच
beeped,बीप
perumal,पेरूमल
phoebus,सूर्य
prednisone,प्रेडनिसोन
strang,स्ट्रेंग
ivor,आइवर
warder,वार्डर
lunged,कूद पड़ीं
valérie,वैलेरी
nuked,परमाणु हथियार
auctioning,नीलामी
boxey,बॉक्सी
maldonado,मैल्डोनाडो
tizzy,घबराहट
tapestries,कशीदे
poofs,poofs
velociraptor,वेलोसिरैप्टर
sharps,तेजधार
graviton,गुरुत्वाकर्षण
sews,लगाता
jozef,जोज़ेफ़
aramaic,इब्रानी
pauley,पौली
briefcases,ब्रीफ़केस
neeko,नीको
3ah7f,3एएच7एफ
blizzards,बर्फ के तूफ़ान
reynold,रेनोल्ड
unblemished,मुकम्मल
fop,बांका
foucault,फूको
ashura,आशूरा
boko,नाक
dales,डेल्स
beaulieu,Beaulieu
iy,iy
baronet,बरानेत
strenght,ताकत
nishida,निशिदा
minaj,मिनाज
soc,समाज
calculates,की गणना करता है
fukuoka,फुकुओका
earthforce,पृथ्वीबल
bridie,ब्रिडी
tullius,टुल्लियस
sandwiched,sandwiched
embroiled,घपला
husband-,पति-
aey,ऐ
hunan,हुनान
cadillacs,कैडिलैक
12-step,12 कदम
boggles,उलझा हुआ
close-knit,आपसी सद्भाव से
coons,कून्स
cruickshank,क्रुकशेंक
forgettable,भूलने योग्य
muntz,मंट्ज़
oberst,ओबेरस्ट
peppered,मिर्चयुक्त
galway,गॉलवे
demille,डेमिले
mitral,माइट्रल
wove,बुना
interchange,लेन-देन
alls,सभी
give,देना
top-shelf,सबसे ऊपर की शेल्फ
nakanishi,नाकानिशी
bacall,बेकल
twiddling,twiddling
reynaldo,रेनाल्डो
fjords,जोर्ड्स
emojis,emojis
cacti,कैक्टस
